image_url_1,choice_1_1,choice_1_2,choice_1_3,choice_1_4,image_url_2,choice_2_1,choice_2_2,choice_2_3,choice_2_4,image_url_3,choice_3_1,choice_3_2,choice_3_3,choice_3_4,image_url_4,choice_4_1,choice_4_2,choice_4_3,choice_4_4,image_url_5,choice_5_1,choice_5_2,choice_5_3,choice_5_4,image_url_6,choice_6_1,choice_6_2,choice_6_3,choice_6_4,image_url_7,choice_7_1,choice_7_2,choice_7_3,choice_7_4,image_url_8,choice_8_1,choice_8_2,choice_8_3,choice_8_4,image_url_9,choice_9_1,choice_9_2,choice_9_3,choice_9_4,image_url_10,choice_10_1,choice_10_2,choice_10_3,choice_10_4
train/n04251144/images/n04251144_19.JPEG,torch,snail,scoreboard,tabby,train/n03544143/images/n03544143_482.JPEG,tailed frog,snorkel,chimpanzee,American lobster,train/n04366367/images/n04366367_143.JPEG,gasmask,triumphal arch,bannister,tabby,train/n03424325/images/n03424325_48.JPEG,scoreboard,American lobster,snail,chimpanzee,train/n04149813/images/n04149813_349.JPEG,torch,triumphal arch,tractor,snorkel,train/n01770393/images/n01770393_27.JPEG,hourglass,suspension bridge,tailed frog,snail,train/n03544143/images/n03544143_300.JPEG,Christmas stocking,torch,scorpion,snorkel,train/n04366367/images/n04366367_263.JPEG,scoreboard,gasmask,Christmas stocking,barrel,train/n01770393/images/n01770393_355.JPEG,Christmas stocking,snorkel,scoreboard,tractor,train/n01944390/images/n01944390_409.JPEG,Christmas stocking,gasmask,triumphal arch,iPod
train/n03544143/images/n03544143_129.JPEG,bannister,chimpanzee,tractor,American lobster,train/n04366367/images/n04366367_55.JPEG,hourglass,iPod,American lobster,tabby,train/n03424325/images/n03424325_156.JPEG,tractor,bannister,chimpanzee,snail,train/n03544143/images/n03544143_308.JPEG,gasmask,tailed frog,barrel,hourglass,train/n04486054/images/n04486054_100.JPEG,Persian cat,barrel,gasmask,gazelle,train/n01644900/images/n01644900_218.JPEG,iPod,Christmas stocking,gasmask,bannister,train/n04456115/images/n04456115_427.JPEG,torch,snail,iPod,tabby,train/n01983481/images/n01983481_206.JPEG,chimpanzee,American lobster,gasmask,iPod,train/n03026506/images/n03026506_426.JPEG,gazelle,American lobster,snorkel,triumphal arch,train/n03544143/images/n03544143_81.JPEG,American lobster,chimpanzee,gasmask,Christmas stocking
train/n04251144/images/n04251144_223.JPEG,iPod,scoreboard,gasmask,tabby,train/n03026506/images/n03026506_141.JPEG,American lobster,tractor,scorpion,torch,train/n04251144/images/n04251144_205.JPEG,iPod,chimpanzee,tractor,hourglass,train/n02481823/images/n02481823_271.JPEG,suspension bridge,tractor,hourglass,scorpion,train/n01644900/images/n01644900_143.JPEG,snail,scorpion,Persian cat,suspension bridge,train/n02788148/images/n02788148_276.JPEG,gasmask,triumphal arch,barrel,Persian cat,train/n02481823/images/n02481823_191.JPEG,hourglass,scorpion,scoreboard,barrel,train/n04465501/images/n04465501_86.JPEG,tailed frog,tractor,torch,Christmas stocking,train/n02423022/images/n02423022_248.JPEG,Christmas stocking,chimpanzee,gazelle,hourglass,train/n03584254/images/n03584254_389.JPEG,snorkel,snail,tabby,Christmas stocking
train/n03544143/images/n03544143_59.JPEG,torch,snail,gazelle,American lobster,train/n04456115/images/n04456115_439.JPEG,snail,hourglass,scoreboard,gasmask,train/n04149813/images/n04149813_223.JPEG,chimpanzee,iPod,hourglass,American lobster,train/n04456115/images/n04456115_341.JPEG,snail,iPod,hourglass,snorkel,train/n01983481/images/n01983481_323.JPEG,suspension bridge,tractor,barrel,scoreboard,train/n01644900/images/n01644900_440.JPEG,triumphal arch,hourglass,torch,tractor,train/n01770393/images/n01770393_96.JPEG,tractor,gasmask,hourglass,barrel,train/n01770393/images/n01770393_221.JPEG,gazelle,hourglass,scorpion,bannister,train/n02123045/images/n02123045_488.JPEG,gazelle,tailed frog,Persian cat,snail,train/n04486054/images/n04486054_68.JPEG,Christmas stocking,tailed frog,hourglass,tractor
train/n01770393/images/n01770393_287.JPEG,suspension bridge,bannister,barrel,tractor,train/n02481823/images/n02481823_43.JPEG,American lobster,Christmas stocking,hourglass,suspension bridge,train/n02123045/images/n02123045_396.JPEG,bannister,tailed frog,American lobster,torch,train/n03544143/images/n03544143_178.JPEG,scorpion,American lobster,gazelle,snorkel,train/n02481823/images/n02481823_326.JPEG,gazelle,tractor,snail,Persian cat,train/n01644900/images/n01644900_202.JPEG,hourglass,Christmas stocking,scorpion,bannister,train/n02123394/images/n02123394_217.JPEG,torch,iPod,barrel,tabby,train/n04366367/images/n04366367_466.JPEG,iPod,Christmas stocking,tabby,snail,train/n03544143/images/n03544143_135.JPEG,tailed frog,bannister,gazelle,Christmas stocking,train/n02423022/images/n02423022_64.JPEG,chimpanzee,tabby,scoreboard,Christmas stocking
train/n02123045/images/n02123045_197.JPEG,triumphal arch,Christmas stocking,barrel,scoreboard,train/n02481823/images/n02481823_75.JPEG,tractor,bannister,scorpion,Christmas stocking,train/n04456115/images/n04456115_359.JPEG,gasmask,snail,bannister,torch,train/n04456115/images/n04456115_392.JPEG,suspension bridge,hourglass,triumphal arch,chimpanzee,train/n04149813/images/n04149813_233.JPEG,triumphal arch,gasmask,American lobster,chimpanzee,train/n02795169/images/n02795169_401.JPEG,tailed frog,scorpion,gasmask,snorkel,train/n02123394/images/n02123394_15.JPEG,Christmas stocking,suspension bridge,torch,gazelle,train/n02481823/images/n02481823_64.JPEG,American lobster,iPod,bannister,Christmas stocking,train/n03026506/images/n03026506_495.JPEG,torch,gasmask,tabby,tailed frog,train/n04465501/images/n04465501_226.JPEG,suspension bridge,tractor,bannister,scorpion
train/n04366367/images/n04366367_465.JPEG,chimpanzee,iPod,gazelle,snorkel,train/n04486054/images/n04486054_50.JPEG,snorkel,tabby,scoreboard,snail,train/n04149813/images/n04149813_394.JPEG,torch,suspension bridge,tailed frog,Christmas stocking,train/n02788148/images/n02788148_278.JPEG,Christmas stocking,hourglass,scorpion,iPod,train/n01944390/images/n01944390_298.JPEG,snorkel,tailed frog,tabby,suspension bridge,train/n02795169/images/n02795169_389.JPEG,Persian cat,triumphal arch,scorpion,American lobster,train/n02123045/images/n02123045_349.JPEG,hourglass,barrel,tractor,chimpanzee,train/n03026506/images/n03026506_205.JPEG,torch,scorpion,gasmask,Christmas stocking,train/n04366367/images/n04366367_439.JPEG,tabby,bannister,Christmas stocking,snorkel,train/n01644900/images/n01644900_280.JPEG,snorkel,tabby,suspension bridge,snail
train/n04486054/images/n04486054_431.JPEG,iPod,tractor,tabby,torch,train/n02123045/images/n02123045_112.JPEG,gazelle,iPod,hourglass,snail,train/n02481823/images/n02481823_179.JPEG,snorkel,scorpion,American lobster,tractor,train/n03584254/images/n03584254_466.JPEG,Persian cat,tailed frog,iPod,chimpanzee,train/n02788148/images/n02788148_192.JPEG,bannister,scoreboard,snorkel,tailed frog,train/n04456115/images/n04456115_317.JPEG,tractor,gazelle,bannister,torch,train/n03424325/images/n03424325_295.JPEG,iPod,triumphal arch,tabby,tailed frog,train/n02481823/images/n02481823_135.JPEG,tailed frog,scorpion,scoreboard,tabby,train/n04486054/images/n04486054_191.JPEG,snorkel,chimpanzee,gazelle,Christmas stocking,train/n04149813/images/n04149813_173.JPEG,snorkel,Persian cat,torch,hourglass
train/n04456115/images/n04456115_149.JPEG,tabby,hourglass,triumphal arch,tractor,train/n03544143/images/n03544143_298.JPEG,snorkel,scoreboard,snail,bannister,train/n02795169/images/n02795169_180.JPEG,tractor,snorkel,torch,tabby,train/n04465501/images/n04465501_399.JPEG,bannister,American lobster,snorkel,scoreboard,train/n04251144/images/n04251144_91.JPEG,iPod,tabby,tailed frog,tractor,train/n02123394/images/n02123394_136.JPEG,iPod,torch,snorkel,bannister,train/n02788148/images/n02788148_255.JPEG,Persian cat,snail,American lobster,snorkel,train/n04456115/images/n04456115_449.JPEG,snail,chimpanzee,American lobster,triumphal arch,train/n03026506/images/n03026506_155.JPEG,suspension bridge,scoreboard,iPod,American lobster,train/n02481823/images/n02481823_222.JPEG,barrel,snorkel,triumphal arch,suspension bridge
train/n04366367/images/n04366367_448.JPEG,tractor,tabby,gasmask,American lobster,train/n02123394/images/n02123394_152.JPEG,American lobster,bannister,torch,tractor,train/n02788148/images/n02788148_156.JPEG,gasmask,chimpanzee,Christmas stocking,tabby,train/n01644900/images/n01644900_362.JPEG,bannister,snail,triumphal arch,torch,train/n04456115/images/n04456115_434.JPEG,American lobster,Persian cat,gazelle,tractor,train/n02481823/images/n02481823_97.JPEG,gasmask,American lobster,gazelle,torch,train/n03544143/images/n03544143_463.JPEG,scorpion,Persian cat,barrel,scoreboard,train/n01983481/images/n01983481_222.JPEG,tailed frog,Christmas stocking,tractor,scorpion,train/n01644900/images/n01644900_316.JPEG,chimpanzee,suspension bridge,American lobster,iPod,train/n04149813/images/n04149813_383.JPEG,gasmask,scorpion,tailed frog,snail
train/n04149813/images/n04149813_43.JPEG,scoreboard,gasmask,bannister,snail,train/n02423022/images/n02423022_271.JPEG,American lobster,snail,gazelle,chimpanzee,train/n03544143/images/n03544143_168.JPEG,chimpanzee,iPod,gazelle,scorpion,train/n04366367/images/n04366367_302.JPEG,American lobster,torch,barrel,scoreboard,train/n04366367/images/n04366367_103.JPEG,tailed frog,snorkel,hourglass,torch,train/n03424325/images/n03424325_63.JPEG,snail,gasmask,scorpion,chimpanzee,train/n02795169/images/n02795169_7.JPEG,tractor,torch,hourglass,bannister,train/n03584254/images/n03584254_390.JPEG,hourglass,tabby,scoreboard,iPod,train/n04149813/images/n04149813_182.JPEG,torch,tractor,suspension bridge,bannister,train/n02481823/images/n02481823_199.JPEG,tabby,American lobster,bannister,tractor
train/n03026506/images/n03026506_154.JPEG,scoreboard,hourglass,tailed frog,gasmask,train/n03424325/images/n03424325_130.JPEG,chimpanzee,triumphal arch,Persian cat,hourglass,train/n01983481/images/n01983481_283.JPEG,iPod,American lobster,snorkel,suspension bridge,train/n01644900/images/n01644900_6.JPEG,hourglass,Persian cat,scoreboard,snail,train/n03584254/images/n03584254_331.JPEG,tailed frog,suspension bridge,torch,scoreboard,train/n02481823/images/n02481823_403.JPEG,gazelle,torch,tailed frog,snail,train/n04456115/images/n04456115_315.JPEG,bannister,American lobster,iPod,gazelle,train/n02481823/images/n02481823_426.JPEG,scorpion,Persian cat,gazelle,barrel,train/n01983481/images/n01983481_60.JPEG,hourglass,barrel,tabby,tailed frog,train/n02423022/images/n02423022_22.JPEG,gazelle,triumphal arch,tractor,hourglass
train/n04456115/images/n04456115_137.JPEG,triumphal arch,Persian cat,hourglass,Christmas stocking,train/n01644900/images/n01644900_392.JPEG,scorpion,snorkel,tabby,hourglass,train/n04465501/images/n04465501_291.JPEG,Persian cat,American lobster,chimpanzee,gazelle,train/n04149813/images/n04149813_85.JPEG,gasmask,American lobster,scorpion,gazelle,train/n02481823/images/n02481823_360.JPEG,American lobster,suspension bridge,bannister,tractor,train/n02423022/images/n02423022_253.JPEG,Persian cat,scoreboard,tractor,chimpanzee,train/n03424325/images/n03424325_238.JPEG,torch,tabby,snorkel,barrel,train/n01644900/images/n01644900_402.JPEG,snorkel,gazelle,tractor,triumphal arch,train/n02423022/images/n02423022_367.JPEG,American lobster,barrel,snail,gazelle,train/n04486054/images/n04486054_133.JPEG,tabby,scoreboard,American lobster,snorkel
train/n04251144/images/n04251144_61.JPEG,hourglass,iPod,suspension bridge,scoreboard,train/n04366367/images/n04366367_73.JPEG,gasmask,snail,hourglass,torch,train/n04366367/images/n04366367_250.JPEG,snorkel,gazelle,snail,Christmas stocking,train/n04486054/images/n04486054_461.JPEG,triumphal arch,tractor,torch,Persian cat,train/n04366367/images/n04366367_305.JPEG,hourglass,snail,torch,Persian cat,train/n02123045/images/n02123045_468.JPEG,snorkel,scoreboard,tailed frog,torch,train/n04149813/images/n04149813_169.JPEG,hourglass,Christmas stocking,tabby,barrel,train/n03544143/images/n03544143_351.JPEG,chimpanzee,iPod,Christmas stocking,hourglass,train/n01644900/images/n01644900_79.JPEG,tabby,Christmas stocking,iPod,gazelle,train/n03424325/images/n03424325_68.JPEG,iPod,Christmas stocking,gasmask,tabby
train/n03026506/images/n03026506_492.JPEG,scoreboard,snorkel,Persian cat,gazelle,train/n01644900/images/n01644900_34.JPEG,scorpion,Christmas stocking,bannister,torch,train/n01944390/images/n01944390_87.JPEG,iPod,scoreboard,bannister,tailed frog,train/n03544143/images/n03544143_175.JPEG,barrel,torch,Persian cat,hourglass,train/n02788148/images/n02788148_106.JPEG,scoreboard,scorpion,Persian cat,tractor,train/n01770393/images/n01770393_378.JPEG,chimpanzee,suspension bridge,gasmask,American lobster,train/n01644900/images/n01644900_201.JPEG,gazelle,tractor,scoreboard,snail,train/n03424325/images/n03424325_107.JPEG,tailed frog,torch,hourglass,Christmas stocking,train/n02481823/images/n02481823_243.JPEG,gazelle,torch,snail,tailed frog,train/n02123394/images/n02123394_109.JPEG,American lobster,torch,Christmas stocking,suspension bridge
train/n01944390/images/n01944390_89.JPEG,tractor,gazelle,torch,American lobster,train/n01770393/images/n01770393_237.JPEG,iPod,Christmas stocking,torch,tractor,train/n04456115/images/n04456115_253.JPEG,torch,chimpanzee,iPod,suspension bridge,train/n02795169/images/n02795169_166.JPEG,snorkel,bannister,barrel,tabby,train/n02423022/images/n02423022_148.JPEG,gazelle,torch,gasmask,chimpanzee,train/n04486054/images/n04486054_367.JPEG,torch,tractor,gasmask,bannister,train/n01944390/images/n01944390_335.JPEG,tailed frog,snail,tractor,Persian cat,train/n02788148/images/n02788148_138.JPEG,iPod,tractor,Persian cat,scorpion,train/n03544143/images/n03544143_37.JPEG,torch,bannister,triumphal arch,tabby,train/n02123394/images/n02123394_114.JPEG,American lobster,scorpion,chimpanzee,snail
train/n03026506/images/n03026506_0.JPEG,tractor,Persian cat,triumphal arch,tabby,train/n03544143/images/n03544143_231.JPEG,Persian cat,snail,scoreboard,hourglass,train/n04486054/images/n04486054_303.JPEG,American lobster,Persian cat,snail,gasmask,train/n01944390/images/n01944390_74.JPEG,scoreboard,hourglass,tabby,triumphal arch,train/n03424325/images/n03424325_291.JPEG,Christmas stocking,tractor,gasmask,gazelle,train/n03544143/images/n03544143_364.JPEG,scorpion,Persian cat,Christmas stocking,snorkel,train/n02123394/images/n02123394_36.JPEG,Persian cat,scorpion,barrel,hourglass,train/n01644900/images/n01644900_294.JPEG,scoreboard,iPod,gazelle,tailed frog,train/n03584254/images/n03584254_274.JPEG,barrel,suspension bridge,gazelle,tractor,train/n02423022/images/n02423022_173.JPEG,American lobster,barrel,iPod,torch
train/n03026506/images/n03026506_267.JPEG,iPod,snail,triumphal arch,chimpanzee,train/n04486054/images/n04486054_378.JPEG,Persian cat,gasmask,scorpion,scoreboard,train/n02481823/images/n02481823_397.JPEG,torch,tailed frog,tabby,tractor,train/n01644900/images/n01644900_385.JPEG,torch,gazelle,barrel,chimpanzee,train/n02123394/images/n02123394_395.JPEG,barrel,chimpanzee,Persian cat,iPod,train/n04251144/images/n04251144_107.JPEG,American lobster,gasmask,snail,Persian cat,train/n02423022/images/n02423022_108.JPEG,tabby,iPod,American lobster,gasmask,train/n01983481/images/n01983481_432.JPEG,suspension bridge,snail,barrel,tailed frog,train/n04486054/images/n04486054_345.JPEG,gasmask,bannister,tabby,Christmas stocking,train/n02795169/images/n02795169_293.JPEG,torch,iPod,bannister,American lobster
train/n04486054/images/n04486054_170.JPEG,tailed frog,scorpion,American lobster,Persian cat,train/n01944390/images/n01944390_420.JPEG,torch,barrel,iPod,gazelle,train/n04465501/images/n04465501_279.JPEG,snail,hourglass,tabby,chimpanzee,train/n02123394/images/n02123394_387.JPEG,chimpanzee,triumphal arch,American lobster,Persian cat,train/n01770393/images/n01770393_57.JPEG,iPod,barrel,scorpion,scoreboard,train/n04251144/images/n04251144_130.JPEG,chimpanzee,snorkel,hourglass,American lobster,train/n03544143/images/n03544143_386.JPEG,torch,iPod,chimpanzee,gazelle,train/n01983481/images/n01983481_473.JPEG,bannister,suspension bridge,barrel,snorkel,train/n02795169/images/n02795169_304.JPEG,tailed frog,snail,American lobster,Christmas stocking,train/n02481823/images/n02481823_210.JPEG,snorkel,torch,hourglass,bannister
train/n03544143/images/n03544143_230.JPEG,tabby,snail,Christmas stocking,gazelle,train/n04486054/images/n04486054_14.JPEG,barrel,hourglass,snail,Christmas stocking,train/n03424325/images/n03424325_24.JPEG,tractor,torch,barrel,suspension bridge,train/n03026506/images/n03026506_134.JPEG,chimpanzee,torch,tailed frog,gazelle,train/n02788148/images/n02788148_191.JPEG,iPod,torch,gasmask,triumphal arch,train/n04149813/images/n04149813_415.JPEG,gazelle,American lobster,triumphal arch,torch,train/n03544143/images/n03544143_383.JPEG,tailed frog,American lobster,snorkel,snail,train/n01944390/images/n01944390_361.JPEG,barrel,tractor,iPod,hourglass,train/n04465501/images/n04465501_81.JPEG,triumphal arch,scorpion,Persian cat,hourglass,train/n02788148/images/n02788148_147.JPEG,Persian cat,tailed frog,chimpanzee,snorkel
train/n03544143/images/n03544143_433.JPEG,barrel,snail,gasmask,gazelle,train/n04251144/images/n04251144_5.JPEG,snail,iPod,suspension bridge,American lobster,train/n02788148/images/n02788148_3.JPEG,hourglass,American lobster,iPod,tractor,train/n01983481/images/n01983481_258.JPEG,gasmask,snorkel,bannister,gazelle,train/n02795169/images/n02795169_91.JPEG,torch,snail,suspension bridge,hourglass,train/n03544143/images/n03544143_62.JPEG,suspension bridge,bannister,tabby,snorkel,train/n03584254/images/n03584254_188.JPEG,triumphal arch,tailed frog,gasmask,snail,train/n04251144/images/n04251144_447.JPEG,barrel,hourglass,bannister,chimpanzee,train/n02795169/images/n02795169_421.JPEG,Christmas stocking,hourglass,iPod,Persian cat,train/n01644900/images/n01644900_332.JPEG,scoreboard,tractor,suspension bridge,gazelle
train/n04465501/images/n04465501_429.JPEG,bannister,tabby,scorpion,Christmas stocking,train/n03424325/images/n03424325_135.JPEG,triumphal arch,torch,gasmask,barrel,train/n04486054/images/n04486054_60.JPEG,tractor,American lobster,scoreboard,torch,train/n02423022/images/n02423022_488.JPEG,scorpion,barrel,scoreboard,bannister,train/n03026506/images/n03026506_2.JPEG,triumphal arch,bannister,tabby,American lobster,train/n02481823/images/n02481823_414.JPEG,barrel,scorpion,torch,Persian cat,train/n02123045/images/n02123045_37.JPEG,suspension bridge,gazelle,snorkel,tabby,train/n01644900/images/n01644900_97.JPEG,snorkel,iPod,Persian cat,Christmas stocking,train/n02795169/images/n02795169_219.JPEG,snail,bannister,tailed frog,snorkel,train/n03424325/images/n03424325_146.JPEG,iPod,scoreboard,chimpanzee,snail
train/n02788148/images/n02788148_173.JPEG,tractor,gasmask,gazelle,scorpion,train/n03026506/images/n03026506_33.JPEG,gasmask,snail,hourglass,barrel,train/n01944390/images/n01944390_7.JPEG,suspension bridge,chimpanzee,iPod,triumphal arch,train/n03584254/images/n03584254_164.JPEG,torch,bannister,scorpion,hourglass,train/n04456115/images/n04456115_238.JPEG,snorkel,iPod,barrel,hourglass,train/n02123394/images/n02123394_184.JPEG,Christmas stocking,tailed frog,iPod,snorkel,train/n03584254/images/n03584254_212.JPEG,Persian cat,snail,gasmask,tabby,train/n01644900/images/n01644900_94.JPEG,Christmas stocking,tractor,barrel,tabby,train/n02123045/images/n02123045_81.JPEG,snorkel,gasmask,scoreboard,American lobster,train/n04366367/images/n04366367_215.JPEG,American lobster,tailed frog,scorpion,barrel
train/n01644900/images/n01644900_197.JPEG,Persian cat,iPod,Christmas stocking,chimpanzee,train/n03424325/images/n03424325_258.JPEG,Christmas stocking,torch,suspension bridge,bannister,train/n02788148/images/n02788148_462.JPEG,Persian cat,scoreboard,Christmas stocking,snail,train/n02423022/images/n02423022_29.JPEG,tractor,triumphal arch,bannister,American lobster,train/n03026506/images/n03026506_473.JPEG,gazelle,iPod,torch,suspension bridge,train/n04251144/images/n04251144_305.JPEG,torch,snorkel,chimpanzee,Persian cat,train/n04149813/images/n04149813_13.JPEG,iPod,barrel,gasmask,tailed frog,train/n01770393/images/n01770393_118.JPEG,gazelle,triumphal arch,hourglass,Persian cat,train/n03026506/images/n03026506_341.JPEG,American lobster,Persian cat,gasmask,tractor,train/n04456115/images/n04456115_261.JPEG,tailed frog,tabby,hourglass,torch
train/n04366367/images/n04366367_380.JPEG,chimpanzee,snail,scoreboard,tractor,train/n04149813/images/n04149813_237.JPEG,tailed frog,scoreboard,gasmask,Persian cat,train/n02123394/images/n02123394_231.JPEG,iPod,snorkel,barrel,American lobster,train/n04456115/images/n04456115_214.JPEG,barrel,tabby,scorpion,suspension bridge,train/n01644900/images/n01644900_258.JPEG,snorkel,barrel,torch,Christmas stocking,train/n01983481/images/n01983481_285.JPEG,scoreboard,snorkel,hourglass,suspension bridge,train/n01644900/images/n01644900_203.JPEG,tabby,Persian cat,tractor,iPod,train/n04456115/images/n04456115_377.JPEG,snail,Persian cat,barrel,gasmask,train/n01770393/images/n01770393_165.JPEG,scorpion,tabby,gasmask,torch,train/n04456115/images/n04456115_11.JPEG,gasmask,bannister,hourglass,iPod
train/n02423022/images/n02423022_480.JPEG,triumphal arch,snorkel,American lobster,gasmask,train/n04149813/images/n04149813_209.JPEG,tailed frog,tabby,tractor,torch,train/n01644900/images/n01644900_469.JPEG,suspension bridge,gazelle,snail,Christmas stocking,train/n04149813/images/n04149813_366.JPEG,snail,gazelle,tailed frog,hourglass,train/n04149813/images/n04149813_480.JPEG,tabby,gazelle,tractor,scorpion,train/n03026506/images/n03026506_102.JPEG,torch,tailed frog,tabby,tractor,train/n03544143/images/n03544143_310.JPEG,scorpion,bannister,gasmask,Christmas stocking,train/n04486054/images/n04486054_237.JPEG,iPod,snorkel,bannister,scoreboard,train/n04456115/images/n04456115_95.JPEG,suspension bridge,hourglass,Persian cat,triumphal arch,train/n04149813/images/n04149813_477.JPEG,hourglass,gasmask,iPod,tractor
train/n04251144/images/n04251144_165.JPEG,triumphal arch,suspension bridge,snorkel,tailed frog,train/n03544143/images/n03544143_149.JPEG,tailed frog,iPod,barrel,Persian cat,train/n03026506/images/n03026506_272.JPEG,tabby,chimpanzee,barrel,tractor,train/n01944390/images/n01944390_65.JPEG,tailed frog,Christmas stocking,torch,American lobster,train/n01644900/images/n01644900_108.JPEG,tailed frog,tractor,gasmask,bannister,train/n04465501/images/n04465501_416.JPEG,gazelle,gasmask,barrel,hourglass,train/n01944390/images/n01944390_160.JPEG,bannister,Persian cat,chimpanzee,snorkel,train/n02123045/images/n02123045_296.JPEG,tractor,snorkel,gazelle,barrel,train/n01944390/images/n01944390_301.JPEG,tabby,iPod,gasmask,American lobster,train/n03424325/images/n03424325_347.JPEG,barrel,tabby,torch,scorpion
train/n02123394/images/n02123394_35.JPEG,bannister,barrel,suspension bridge,scorpion,train/n01944390/images/n01944390_292.JPEG,tractor,Christmas stocking,torch,snail,train/n04486054/images/n04486054_228.JPEG,tailed frog,snail,snorkel,tabby,train/n04456115/images/n04456115_433.JPEG,Christmas stocking,tabby,iPod,suspension bridge,train/n01644900/images/n01644900_401.JPEG,chimpanzee,suspension bridge,iPod,tailed frog,train/n04366367/images/n04366367_16.JPEG,tailed frog,chimpanzee,gazelle,torch,train/n04456115/images/n04456115_129.JPEG,Christmas stocking,snorkel,iPod,chimpanzee,train/n04465501/images/n04465501_207.JPEG,suspension bridge,Persian cat,torch,triumphal arch,train/n03544143/images/n03544143_278.JPEG,snorkel,hourglass,triumphal arch,American lobster,train/n03584254/images/n03584254_127.JPEG,chimpanzee,gazelle,bannister,iPod
train/n02481823/images/n02481823_351.JPEG,chimpanzee,iPod,barrel,American lobster,train/n02795169/images/n02795169_149.JPEG,scoreboard,gazelle,scorpion,gasmask,train/n04251144/images/n04251144_491.JPEG,gazelle,American lobster,hourglass,bannister,train/n04486054/images/n04486054_468.JPEG,tractor,tailed frog,iPod,scorpion,train/n03026506/images/n03026506_452.JPEG,American lobster,gazelle,tabby,gasmask,train/n03584254/images/n03584254_75.JPEG,Christmas stocking,bannister,triumphal arch,tabby,train/n04366367/images/n04366367_446.JPEG,snorkel,chimpanzee,Persian cat,snail,train/n04486054/images/n04486054_110.JPEG,bannister,chimpanzee,tractor,scorpion,train/n04456115/images/n04456115_144.JPEG,tailed frog,scorpion,snorkel,gazelle,train/n02788148/images/n02788148_45.JPEG,hourglass,bannister,suspension bridge,Christmas stocking
train/n01944390/images/n01944390_430.JPEG,scoreboard,tabby,tractor,tailed frog,train/n04251144/images/n04251144_162.JPEG,bannister,Christmas stocking,triumphal arch,torch,train/n01983481/images/n01983481_429.JPEG,gazelle,suspension bridge,snorkel,iPod,train/n04366367/images/n04366367_102.JPEG,gazelle,American lobster,barrel,snorkel,train/n02123045/images/n02123045_163.JPEG,scorpion,torch,snail,tractor,train/n03026506/images/n03026506_388.JPEG,bannister,torch,scorpion,Christmas stocking,train/n03544143/images/n03544143_428.JPEG,snorkel,tailed frog,American lobster,tabby,train/n02123394/images/n02123394_87.JPEG,Persian cat,tractor,bannister,hourglass,train/n02423022/images/n02423022_130.JPEG,triumphal arch,iPod,Persian cat,chimpanzee,train/n04465501/images/n04465501_186.JPEG,tractor,American lobster,Persian cat,chimpanzee
train/n02795169/images/n02795169_229.JPEG,triumphal arch,torch,Christmas stocking,tractor,train/n04486054/images/n04486054_271.JPEG,triumphal arch,gazelle,barrel,Persian cat,train/n04465501/images/n04465501_234.JPEG,torch,gasmask,tabby,scorpion,train/n04366367/images/n04366367_421.JPEG,Persian cat,snorkel,tailed frog,Christmas stocking,train/n04465501/images/n04465501_174.JPEG,scorpion,iPod,torch,tabby,train/n04251144/images/n04251144_57.JPEG,triumphal arch,gasmask,bannister,snail,train/n04149813/images/n04149813_497.JPEG,gasmask,gazelle,American lobster,tractor,train/n02123045/images/n02123045_444.JPEG,scorpion,hourglass,chimpanzee,Persian cat,train/n02788148/images/n02788148_238.JPEG,tabby,triumphal arch,Christmas stocking,barrel,train/n04456115/images/n04456115_30.JPEG,gasmask,gazelle,torch,snorkel
train/n04251144/images/n04251144_68.JPEG,tabby,tractor,Christmas stocking,hourglass,train/n01983481/images/n01983481_252.JPEG,scoreboard,scorpion,triumphal arch,bannister,train/n01944390/images/n01944390_242.JPEG,barrel,triumphal arch,tractor,tailed frog,train/n02481823/images/n02481823_40.JPEG,gazelle,barrel,scorpion,snail,train/n01983481/images/n01983481_39.JPEG,barrel,iPod,tabby,torch,train/n03584254/images/n03584254_470.JPEG,triumphal arch,snorkel,snail,torch,train/n04456115/images/n04456115_191.JPEG,Christmas stocking,snorkel,gasmask,gazelle,train/n04251144/images/n04251144_433.JPEG,suspension bridge,snorkel,triumphal arch,Christmas stocking,train/n03026506/images/n03026506_135.JPEG,chimpanzee,iPod,snorkel,triumphal arch,train/n03544143/images/n03544143_209.JPEG,hourglass,gazelle,tractor,bannister
train/n01644900/images/n01644900_247.JPEG,tailed frog,American lobster,gasmask,suspension bridge,train/n02423022/images/n02423022_12.JPEG,snorkel,torch,gazelle,gasmask,train/n01983481/images/n01983481_304.JPEG,tabby,snail,tractor,torch,train/n04366367/images/n04366367_477.JPEG,iPod,Christmas stocking,gazelle,Persian cat,train/n04366367/images/n04366367_50.JPEG,scoreboard,snorkel,hourglass,iPod,train/n01770393/images/n01770393_309.JPEG,tailed frog,iPod,triumphal arch,suspension bridge,train/n02788148/images/n02788148_359.JPEG,Christmas stocking,triumphal arch,scorpion,bannister,train/n04465501/images/n04465501_427.JPEG,Persian cat,bannister,American lobster,Christmas stocking,train/n03544143/images/n03544143_92.JPEG,scorpion,suspension bridge,snorkel,gasmask,train/n02795169/images/n02795169_286.JPEG,Persian cat,tractor,hourglass,Christmas stocking
